uid,barcode,ddn,location,itype,isbn,publishercode,pages,place,author,title,abstract,notes,seriestitle,copyrightdate,tags
1466,2317,823.92/TAY,Primary section,BKS,9781910277430,Words and pictures,26p.,Lake Forest,"Taylor, Sean",The snowbear,,,,2017,"""Children's Literature, Picture Book, Adventure, Animals, Winter, Friendship, Snow, Fantasy, Imagination"""
1467,2318,R592/AND,Reference section,BKS,9781890674144,Lickle publishing,47p.,Florida,"Anderson, Bridget",Animals without backbones : invertebrates,"Discusses what invertebrates are and how they are classified, and provides in-depth information about many specific invertebrates, such as insects, sponges, and jellyfish",,Comp learn with me,2003,"""Zoology, Invertebrates, Animal Classification, Entomology, Marine Biology, Animals without Backbones, Educational, Scientific, Nature Study, Species Diversity, Sponges, Jellyfish, Insects, Biology Reference, Nonfiction"""
1468,2319,954.052/CUM,Reference section,BKS,9780750255066,Wayland,48p.,London,"Cumming, David",India,,,Country insights,2008,"""India, Asian Geography, History of India, Indian Culture, Travelogue, Indian Politics, Social Diversity, Historical Landmarks, Travel Guide, Traditional Cuisine"""
1469,232,597.9/CLA,Primary section,BKS,9781409580621,Usborne publishing ltd,32p.,London,"Clarke, Catriona",Reptiles,"An illustrated introduction to reptiles, explaining what they are, what they look like, where they live, how they move, what they eat, how they are born, and other aspects of their lives.",,Usborne beginners,2013,"""Reptiles, Illustrated Guide, Animal Biology, Zoology, Animal Habitats, Animal Diet, Animal Movement, Animal Life cycle, Educational, Science, Nature, Wildlife, Herpetology"""
1470,2320,371.9/NAK,Teachers resources,BKS,9798184242019,Allied,172p.,Delhi,"Nakra, Onita",Children and learning difficulties,,,,2017,"""Education, Children, Learning Difficulties, Special Education, Child Development, Learning Disorders, Teaching Strategies, Educational Psychology, Behavior Management, Instructional Methods"""
1471,2321,031.2/RIP,Reference section,BKS,9780545197267,Scholastic,144p.,London,,Ripley's believe it or not!,"The incredible facts and wacky feats inside this book might seem unbelievable. But as Robert Ripley used to say, there's nothing stranger than the truth!",,,2009,"""Non-fiction"", ""Strange Facts"", ""Robert Ripley"", ""Believe it or Not"", ""Incredible Stories"", ""Wacky Feats"", ""Trivia"", ""Unusual Knowledge"", ""Entertainment"", ""World Records"""
1472,2322,794/ZUK,Reference section,BKS,9781412716642,Publications International,240p.,Lincolnwood,"Zukowski, Stan",365 travel games and activities,"Contents include observation games, arts & crafts, imagination games, mazes & puzzles, word games and trivia, as well as things to do when you arrive home",,,2008,"""Travel Games"", ""Children's Activities"", ""Games and Puzzles"", ""Arts & Crafts"", ""Word Games"", ""Trivia"", ""Imagination Games"", ""Occupational Therapy"", ""Family Activities"""
1473,2323,500/HSP,Teachers resources - Primary section,BKS,9780153783937,Harcourt school publishers,155P.,Florida,Hsp,Spotlight on Georgia performance standards,"Science, grade 2",,,2007,"""Education Standards, Georgia Performance Standards, Grade 2, Science Education, Elementary Education, Curriculum Planning, Teaching Guide, Academic Standards, U.S. Education"""
1474,2324,595.754/YOR,Primary section,BKS,9780789485526,DK publishers,48p.,New york,"York, Penelope",Bugs,Science,,,2002,"""Entomology, Insects, Science, Biology, Nature, Ecology, Zoology, Educational, Scientific Research, Biodiversity, Life Sciences"""
1475,2325,591.51/ANO,Reference section,BKS,,.,.,.,Anonymous,Adaption and survival,,,,,"""Survival Techniques, Adaptation Strategies, Nature, Earth Science, Biology, Ecosystems, Evolution, Species Survival, Life Sciences, Environmental Studies, Natural Selection, Wilderness Survival"""
1476,2326,370.152/LAY,Teachers resources,BKS,9781316638750,Cambridge university press,148p.,Cambridge,"Laycock, Keely",Approaches to learning and teaching Global perspectives : a toolkit for international teachers,A subject-specific guide for teachers to supplement professional development and provide resources for lesson planning.,,,2017,"""Education, Teaching Techniques, Global Perspectives, International Education, Professional Development, Lesson Planning, Educational Resources, Teaching Tools, Teacher's Guides"""
1477,2327,823/COL,Higher Secondary section,BKS,9780316201568,Brown and Company,438p.,New york,"Colfer, Chris",The land of stories: the wishing spell  ,"Through the mysterious powers of a cherished book of stories, twins Alex and Conner leave their world behind and find themselves in a foreign land full of wonder and magic where they come face-to-face with the fairy tale characters they grew up reading about",, The Land of Stories,2013,"""Fantasy, Adventure, Twins, Fairy Tales, Magic, Young Adult, Children's Book, Parallel Universe, Storybook, Brothers, Sisters, Family, Good vs Evil, Journey, Wishing Spell"""
1478,2328,823.914/MAC,Higher Secondary section,BKS,9780006172475,HarperCollins publishers,410p.,London,"MacLean, Alistair",The guns of Navarone,,,,1957,"""World War II, Commando Operations, Greece, Naval Warfare, Suspense, Military Strategy, Espionage, Adventure, Historical Fiction, European History"""
1479,2329,823.92/HOR,Higher Secondary section,BKS,9781844286218,Walker books,400p.,London,"Horowitz, Anthony",Nightrise,"Nevada, USA - fourteen-year-old twins Jamie and Scott Tyler are performing a mind-reading act in a dingy theatre. But when a sinister multinational corporation, Nightrise, kidnaps Scott, Jamie is left alone - and wanted for murder.",,,2007,"""Twins, Mind-Reading, Kidnapping, Mystery, Crime, Murder, Supernatural Abilities, Teenage Protagonists, Nevada Setting, Sinister Corporation, Action, Thriller, Adventure, Suspense, Young Adult Fiction"""
1480,233,567.9158/CLE,Reference section,BKS,9781592770908,The clever factory inc.,10p.,Nashville,Clever factory Inc,Grrrr! triceratops,Discover your favorite dinosaurs as they come roaring from the ancient past into your hands! -Page 4 of cover,,,2012,"""Dinosaurs"", ""Children's Book"", ""Educational"", ""Prehistoric Creatures"", ""Triceratops"", ""Interactive Book"", ""Ancient History"", ""Paleontology"", ""Nature"", ""Science"""
1481,2330,823.912/BLY,Higher Secondary section,BKS,9781405270472,Hodder and soughton,549p.,London,"Blyton, Enid",The Brer Rabbit collection  ,"Brer Rabbit will never learn! He loves to play jokes, tricks and set traps for his friends - but once in a while, they beat him at his own game! These timeless stories of the briar patch trickster are re-told in Blyton's hugely popular and successful style",,,2013,"""Brer Rabbit"", ""Animal Stories"", ""Children's Books"", ""Folk Tales"", ""Enid Blyton"", ""Briar Patch"", ""Trickster"", ""Adventure"", ""Humour"", ""Classic Literature"""
1482,2331,823.912/BLY,Higher Secondary section,BKS,9781444910605,Hodder Childrens book,565p.,London,"Blyton, Enid",The naughtiest girl : collection 1  ,"Elizabeth, a spoiled, naughty girl has adventures at a 1940s English boarding school, along with her best friend Joan, who is trying to get Elizabeth to behave",,The naughtiest girl,2014,"""Children's Literature, Boarding School, Adventure, Friends, Behavior, 1940s England, School Life, Female Protagonist, Life Lesson, Personal Growth"""
1483,2332,378.12092/ALB,Reference section,BKS,,Doubleday dell publishing house,192p.,New york,"Albom, Mitch","Tuesdays with Morrie : an old man, a young man, and life's greatest lesson","Maybe it was a grandparent, or a teacher. Someone older who understood you when you were young and searching, who helped you see the world as a more profound place, and gave you advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.",,,1968,"""Life Lessons, Mentorship, Personal Growth, Non-Fiction, Philosophy, Inspirational, Coming of Age, Autobiography, Friendship, College, Morrie Schwartz, Mitch Albom, Teacher-Student Relationship, Wisdom, Self-Discovery, Spiritual, Aging, True Story"""
1484,2333,823.914/MAC,Higher Secondary section,BKS,9780006164333,HarperCollins publishers,325p.,London,"MacLean, Alistair",Force 10 from Navarone,"The thrilling sequel to Alistair MacLean's masterpiece of World War II adventure, The Guns of Navarone. Now reissued in a new cover style.",,,1968,"""World War II, Military Adventure, Sequel, Alistair MacLean, Thriller, Historical Fiction, War Novel, European Theater, 1940s, Action Adventure"""
1485,2334,823.912/BLY,Secondary section,BKS,9781405269872,Egmont,181p.,London,"Blyton, Enid",Amelia Jane again!,Amelia Jane is the terror of the toy cupboard and she can never behave for very long!,,Amelia Jane,2013,"""Children's Literature"", ""Mischievous Characters"", ""Amelia Jane"", ""Toy Cupboard"", ""Character-Driven"", ""Humor"", ""Fun & Adventure"", ""Female Protagonist"", ""Behaviour"", ""Series"""
1486,2335,823.912/BLY,Secondary section,BKS,9781405270441,Egmont,119p.,London,"Blyton, Enid",Amelia Jane collection,"Rag-doll Amelia Jane is big, bad and the terror of the toy cupboard!The collection includes: Naughty Amelia Jane, Amelia Jane is Naughty Again and Amelia Jane Gets Into Trouble.",,Amelia Jane,2013,"""Children's Books, Rag-Doll Stories, Amelia Jane Series, Toy Adventures, Mischievous Characters, Enid Blyton, Collection of Stories, Behavior and Values, Humorous Tales, Fantasy, British Literature, Kids' Fiction"""
1487,2336,823.912/BLY,Reference section,BKS,9780603032547,Dean,184p.,London,"Blyton, Enid",Brer Rabbit agian,,,Rewards,1963,"""Children's Literature, Folk Tales, Brer Rabbit, Animal Characters, American Literature, Adventure, Fables"""
1488,2337,823.087/DOY,Higher Secondary section,BKS,9788188148530,Dolphin press,151p.,Delhi,"Doyle, Sir Arthur Conan",The adventures of Sherlock Holmes,,,Classics starts,2006,"""Mystery"", ""Detective"", ""Sherlock Holmes"", ""Crime Solving"", ""British Literature"", ""Sir Arthur Conan Doyle"", ""Victorian England"", ""Investigation"", ""Short Stories"", ""Classic Literature"""
1489,2338,823/STI,Secondary section,BKS,9780545556231,Scholastic,282p.,New york,"Stilton, Geronimo",The journey through time  ,"From the Jurassic period and the dinosaurs, to a medieval castle, Geronimo Stilton and a few members of his family embark on an adventure through time in Professor von Volt's new time machine, the Mouse Mover 3000",,Geronimo Stilton,2014,"""Time Travel"", ""Adventure"", ""Geronimo Stilton"", ""Jurassic Period"", ""Dinosaurs"", ""Medieval Castle"", ""Family"", ""Professor von Volt"", ""Mouse Mover 3000"", ""Historical Epochs"", ""Children's Book"""
1490,2339,823.914/BON,Higher Secondary section,BKS,9780143335689,Penguin books,295p.,Delhi,"Bond, Ruskin",Rusty and the leopard,,,,2003,"""Adventure, Animals, Friendship, Children's Literature, Leopard, Wildlife, Jungles, Mystery, Courage"""
1491,234,598.813/BUT,Primary section,BKS,9780333452028,Macmilan education,32p.,Basingstoke,"Butterworth, Christine",Swallows,,,My world,1998,"You have not provided an abstract for the book, 'Swallows'. This makes it difficult to generate specific tags. However, based solely on the title, a few tags could include: ""Swallows"", ""Birds"", ""Wildlife"". Please provide more information for a more specific tagging."
1492,2340,823.912/BLY,Secondary section,BKS,9780603570292,Egmont,173p.,London,"Blyton, Enid",Good idea Amelia Jane!,Amelia Jane is the terror of the toy cupboard and she can never behave for very long!,,,2014,"""Children's Book, Fiction, Doll Stories, Personality Traits, Mischievous Characters, Adventure, Toys, Humor, Behavior, Storytelling"""
1493,2341,823.912/BLY,Secondary section,BKS,9780603570308,Egmont,185p.,London,"Blyton, Enid",Naughty Amelia Jane,"New edition, with new illustrations and new format, of all four Amelia Jane titles. Amelia Jane is big, bad and the terror of the toy cupboard! In this book, she snips the tail off the pink rabbit, squirts Tom the soldier with water and gets up to mischief at the beach. The other toys try to teach her to be good. Ages 5+.",,,2014,"""Children's Books, Fiction, Adventure, Moral Lessons, Mischievous Character, Toys, Humor, Amelia Jane Series, Beach Adventure, Age Group 5+"""
1494,2342,823.912/PAL,Higher Secondary section,BKS,9780552565974,Corgi books,406p.,London,"Palacio, R. J.",Wonder,,,,2014,"I'm sorry but the book abstract provided is empty which makes it difficult to identify the main themes or key elements featured in the book. However, based on the popular book 'Wonder' by R.J. Palacio, I can suggest the following tags:

""Children's Literature, Coming-of-Age, Friendship, School Story, Family, Bullying, Resilience, Diversity, Empathy, Realistic Fiction"""
1495,2343,823.914/HOR,Higher Secondary section,BKS,9781844286201,Walker books,349p.,London,"Horowitz, Anthony",Evil star,"After defeating the Old Ones at Raven's Gate, Matt Freeman was looking forward to resuming his old life - Howevere, far away in Peru, the forces of darkness are gathering again, and once more, Matt has to try to stop them",,Power of five,2006,"""Action & Adventure, Supernatural Thriller, Peru, Dark Forces, Battle Against Evil, Hero's Journey, Young Adult Fiction, Paranormal, Mystery, Suspense"""
1496,2344,823.914/MAC,Higher Secondary section,BKS,9780002238168,HarperCollins publishers,288p.,London,"MacNeill, Alastair",Alistair MacLean's : time of the assassins  ,,,,1991,"""Alistair MacLean's: Time of the Assassins"", ""Thriller"", ""Action"", ""Espionage"", ""Assassination"", ""Spy Fiction"", ""Adventure"", ""Suspense"", ""Mystery"", ""Crime"""
1497,2345,823/RIO,Higher Secondary section,BKS,9780141382890,Puffin books,293p.,London,"Riordan, Rick",Percy Jackson and the Titan's curse,"It's the last Friday before the winter holidays but Percy Jackson isn't at school, he's battling the fearsome Manticore (half human, half lion), which in itself isn't ideal... but with Annabeth missing and the goddess of the hunt held captive, things get a whole lot more serious",,Percy Jackson,2007,"""Fantasy, Greek Mythology, Adventure, Young Adult, Percy Jackson Series, Rick Riordan, Magic, Gods and Goddesses, Hero's Journey, Teenage Protagonist, Creatures, Captivity, Quest, Friendship, Missing Friend, Titians, Quest, Battle, Manticore, Missing Person, Winter Holidays"""
1498,2346,823/WED,Higher Secondary section,BKS,9780312599171,Feiwel and Friends,124p.,New york,"Wedekind, Annie",Wild Blue : the story of a mustang Appaloosa  ,"After being captured by men, Blue the Appaloosa grabs a chance at freedom and tries to find her way home",,Breyer horse collection,2009,"""Adventure, Animal Stories, Mustang, Appaloosa, Freedom, Survival, Animal Captivity, Courage, Wilderness, Horse Journey, Coming of Age, Children's Literature"""
1499,2347,398.2/PRA,Reference section,BKS,9789350339107,Maple press,72p.,Noida,,प्रसिद्ध सचित्र पंचतंत्र कहानियाँ / Prasiddha sachitra panchtantra kahaniya,"Children's version of moral stories form Panchatantra, Sanskrit classic",,,2015,"""Children's Literature, Panchatantra Stories, Indian Classical Literature, Sanskrit Classics, Moral Stories, Illustrated Kids Books, Hindi Language Books, Educational Books, Cultural Literature, India"""
1500,2348,823.914/ROW,Higher Secondary section,BKS,9780751565355,Little brown,343p.,London,"Thorne, Jack",Harry Potter and the cursed child : parts one and two  ,"It was always difficult being Harry Potter and it isn't much easier now that he is an overworked employee of the Ministry of Magic, a husband, and a father of three school-age children. While Harry grapples with a past that refuses to stay where it belongs, his youngest son, Albus, must struggle with the weight of a family legacy he never wanted. As past and present fuse ominously, both father and son learn the uncomfortable truth: sometimes, darkness comes from unexpected places",,Harry Potter,2016,"""Fantasy, Magic, Family Legacy, Ministry of Magic, Harry Potter, Father-Son Relationship, Past and Present, Unexpected Darkness, Cursed Child, Albus Potter"""
1501,2349,823.92/HUN,Primary section,BKS,9780745917436,Lion publication,26p.,Batavia,"Hunt, Angela Elwell",The tale of three trees : a traditional folklore  ,Three little trees stood and dreamed of what they wanted to become when they grew up. Their wishes come true in a surprising way,,,1989,"""Folklore, Trees, Nature, Dream, Growth, Surprises, Wishes, Children's Book, Traditional Story, Life Lessons, Inspirational, Fairy Tale, Coming of Age"""
1502,235,591.763/SCH,Primary section,BKS,9780753409442,Kinghfisher publication,32p.,London,"Schofield, Jennifer",Animal babies in ponds and rivers,"One of a range of titles introducing very young readers to the animal kingdom, the various habitats in which animals live, and the concept of animal families. This book features swans, ducks, otters, beavers, hippopotamuses, dugongs and capybaras",,,2004,"""Animal Kingdom"", ""Young Readers"", ""Habitats"", ""Animal Families"", ""Swans"", ""Ducks"", ""Otters"", ""Beavers"", ""Hippopotamuses"", ""Dugongs"", ""Capybaras"", ""Ponds and Rivers"", ""Educational"", ""Children's Literature"", ""Nature"", ""Wildlife"", ""Aquatic Animals"", ""Water Habitats"", ""Species Introduction"""
1503,2350,510.71/BAR,Teachers resources,BKS,9781911382492,John Catt education,447p.,Woodbridge,"Barton, Craig","How I Wish I Had Taught Maths Reflections on research, conversations with experts, and 12 years of mistakes","In his remarkable new book, Craig Barton explains how he has delved into the world of academic research and emerged with a range of simple and effective strategies that any maths teacher can employ to save time and energy and have a positive impact on long-term learning",,,2018,"""Maths Teaching"", ""Educational Research"", ""Teaching Strategies"", ""Professional Development"", ""Teaching Mistakes"", ""Academic Research"", ""Impact on Learning"", ""Classroom Techniques"", ""Educational Reflections"", ""Maths Education"", ""Teacher's Guide"""
1504,2351,660.6/HOC,Reference section,BKS,9780393634747,W.W. Norton and Company,229p.,New york,"Hockfield, Susan",The age of living machines : how biology will build the next technology revolution,"From the former president of MIT, the story of the next technology revolution, and how it will change our lives. A century ago, discoveries in physics came together with engineering to produce an array of astonishing new technologies: radios, telephones, televisions, aircraft, radar, nuclear power, computers, the Internet and a host of still- evolving digital tools. These technologies so radically reshaped our world that we can no longer conceive of life without them. Today we are on the cusp of a new convergence, with discoveries in biology coming together with engineering to produce another array of almost inconceivable technologies.",,,2020,"""Technology Revolution, Biology, Engineering, Living Machines, Future Technologies, Convergence of Disciplines, Digital Tools, Innovation, Technological Advancement, Life Science, Bio-Engineering, Next-Gen Technology, Influence on Life, Evolution of Technology"""
1505,2352,823.912/BLY,Higher Secondary section,BKS,9780603568152,Dean,213p.,London,"Blyton, Enid",The enchanted wood,,,,2012,"""Fantasy, Enchanted Forest, Magic, Adventure, Mystery, Children's Literature, Folklore, Fairytale, Exploration, Woodland Creatures"""
1506,2353,823/KEE,Higher Secondary section,BKS,9781534463158,Simon pulse,392p.,New york,"Keene, Carolyn",Nancy Drew files vol. II,"Three cases in one . The world's favorite teen detective is back, and she's on the case. Keep up with Nancy Drew in this thrilling collection of mysteries full of intrigue, boys, and murder. In Smile and Say Murder a series of death threats sends Nancy undercover at a magazine whose co-owner has a talent for making enemies.",,Nancy drew files,2019,"""Teen Detective"", ""Nancy Drew"", ""Mystery Collection"", ""Undercover Operation"", ""Murder"", ""Death Threats"", ""Detective Series"", ""Intrigue"", ""Female Protagonist"", ""Suspense"", ""Crime Solving"", ""Youth Fiction"", ""Adventure"", ""Thriller"""
1507,2354,364.168/SHI,Higher Secondary section,BKS,9789383572533,Vishwakarma publication,160p.,Pune,"Shikarpur, Deepak",Cybercrimes : technology's menace of the 21st century,,,,2015,"""Cybercrime"", ""Technology"", ""21st Century"", ""Internet Security"", ""Crime Prevention"", ""Digital Crime"", ""Computer Security"", ""Online Safety"", ""Cyber Threat"", ""Information Technology"", ""Digital Age"", ""Technology Menace"", ""Cybersecurity"""
1508,2355,491.43321/VER,Reference section,BKS,9780195648195,Oxford university press,798p.,Oxford,"Verma, S. K.",Oxford english hindi dictionary,"With over 25,000 words and phrases, the Oxford English-Hindi Dictionary offers comprehensive coverage of everyday vocabulary. Each English headword is translated into Hindi, and expressions and phrases illustrate how words are used in context. Words are labelled in Hindi according to subject, and whether the language is formal or informal, and there is plenty of useful information on the usage of various English words.",,,2010,"""Dictionary"", ""Oxford English-Hindi Dictionary"", ""Language Learning"", ""Bilingual"", ""Vocabulary Expansion"", ""Translation"", ""English to Hindi"", ""Hindi Language"", ""English Language"", ""Language Reference"", ""Education"", ""Learning Resource"", ""Formal and Informal Words"", ""Word Usage"", ""Language Context"", ""Linguistics"""
1509,2356,491.463/CHA,Reference section,BKS,,Salaamchaus,735p.,Nagpur,"Chaus, Abdul salam usman",चाऊस डिक्शनरी / Chaus dictionary,,,,2021,"""Hindi Language, English Language, Language Dictionary, Bilingual, Translation, Language Learning, Linguistics"""
1510,2357,491.433/PAT,Reference section,BKS,,Bhargav book depo,1040p.,Waranasi,"Pathak, Ramchandra",आदर्श हिंदी शब्दकोश / Adarsh hindi shabdakosh,,,,2014,"""Hindi Language, Dictionary, Vocabulary, Language Reference, Word Meanings, Learn Hindi, Hindi Glossary, Language Learning, Bilingual Dictionary, Language Resource"""
1511,2358,823/MUR,Higher Secondary section,BKS,9780143103295,Penguin books,154p.,Haryana,"Murty, Sudha",Mahashweta,"Anupama's fairytale marriage to Anand falls apart when she discovers a white patch on her foot and learns that she has leukoderma. Abandoned by her uncaring in-laws and insensitive husband, she is forced to return to her father's home in the village. The social stigma of a married woman living with her parents, her stepmother's continual barbs and the ostracism that accompanies her skin condition force her to contemplate suicide.",,,2007,"""Indian Literature, Social Stigma, Women Empowerment, Dermatology, Family Drama, Marriage, Societal Pressure, Self Discovery, Mental Health, Suicide, Survival Story, Female Protagonist, Strength, Contemporary Fiction, Divorce, Inspirational, Leukoderma, Rural India, Struggles, Independence"""
1512,2359,570/NOB,Higher Secondary section,BKS,9780199228362,Oxford university press,153p.,New york,"Nobble, Denis",The music of life : biology beyond genes  ,"Denis Noble sets out an alternative systems biology view: that the genome is not life itself. To understand life, it must be viewed at a variety of different levels, interacting with each other in a complex web. It is that emergent web, from the gene to the wider environment, that is life",,,2006,"""Systems Biology, Genome, Life Sciences, Evolutionary Biology, Biological Interactions, Emergent Web of Life, Genomics, Environmental Biology, Genetic Philosophy, Biology Beyond Genes, Alternative Biology View, Genes Interaction"""
1513,236,595.79/MOR,Primary section,BKS,9781845386870,QED publishing,24p.,London,"Morgan, Sally",Bees,"Simple introduction to honey bees and how they work to produce honey, for younger readers",,,2007,"""Children's Books"", ""Educational"", ""Nature"", ""Bees"", ""Honey Production"", ""Insect Life"", ""Biology"", ""Science for Kids"", ""Learning about Nature"", ""Simple Science"", ""Wildlife"", ""Honey Bees"", ""Animal Behaviors"", ""Environmental Education"", ""Introduction to Biology"", ""Nature Introduction for Kids"""
1514,2360,428.407/GAL,Teachers resources,BKS,9780325081137,Heinemann,233p.,Portsmouth,"Gallagher, Kelly",180 days : two teachers and the quest to engage and empower adolescents,"180 DAYS represents the collaboration of two master teachers--Kelly Gallagher and Penny Kittle--over an entire school year: planning, teaching, and reflecting within their own and each other's classrooms in California and New Hampshire. Inspired by a teacher's question, ""How do you fit it all in?,"" they identified and prioritized the daily, essential, belief-based practices that are worth spending time on.",,,2018,"""Education, Teaching Methods, Adolescents, Classroom Management, Collaboration, Teacher Guidebook, Empowerment, Student Engagement, Educational Planning, Lesson Planning, Daily Classroom Practices, Teacher Collaboration, Educational Beliefs, Professional Development, K-12 Education"""
1515,2361,510.954/SIN,Reference section,BKS,9789352836543,S chand and company,304p.,Delhi,"Singhal, Aditi",How to become a human calculator : with the magic of vedic maths,,,,2022,"""Mathematics, Vedic Maths, Educational, Self Learning, Calculation Techniques, Skill Development, Numeracy Skills, Personal Development, Study Guides, Non-Fiction, Brain Training"""
1516,2362,371.71/MCT,Teachers resources,BKS,9781416615057,ASCD,119p.,Alexandria,"McTighe, Jay",Essential questions : opening doors to student understanding,"Essential questions (EQs) help target standards as you organize curriculum content into coherent units that yield focused and thoughtful learning. ... Offering dozens of examples, the authors explore the usefulness of EQs in all K-12 content areas, including skill-based areas such as math, PE, language instruction, and arts education",,,2013,"""Education, Essential Questions, Curriculum Development, Learning Strategies, K-12 Education, Math Education, Physical Education, Language Instruction, Arts Education, Skill-based Learning, Student Understanding, Teaching Techniques"""
1517,2363,600/OXL,Reference section,BKS,9781901323221,Pioneer house,64p.,London,"Oxlade, Christopher",Technology and transport,,,Childrens illustrated library,2000,"""Technology, Transport, Modern Technology, Transportation Advancements, Future of Transport, Technological Innovations, Vehicle Technology, Transportation Technology, Future Technologies, Engineering, Mobility, Automotive Industry, Logistics"""
1518,2364,306.8/DIN,Reference section,BKS,9781901323276,Pioneer house,64p.,London,"Dineen, Jacqueline",Our world and its people,,,Childrens illustrated library,2000,"""World History, Geography, Culture, Society, People, Customs, Traditions, Global Studies, International Relations, Humanitarian Studies, Anthropology, Sociology, Humanities, Education, Lifeways"""
1519,2365,500/AST,Reference section,BKS,9781901323306,Pioneer house,32p.,London,"Aston, Claire",Questions and answers,,,Childrens illustrated library,2000,"""Education, Q&A, Learning Resource, Study Material, Self-Education, General Knowledge"""
1520,2366,500/PAR,Reference section,BKS,9781901323207,Pioneer house,64p.,London,"Parker, Steve",Science and the universe,,,Childrens illustrated library,2000,"""Science"", ""Universe"", ""Astronomy"", ""Physics"", ""Cosmology"", ""Space"", ""Astrophysics"", ""Stellar Science"", ""Space Exploration"", ""Astrobiology"", ""Space Physics"", ""Scientific Research"", ""Galaxies"", ""Planetary Science"""
1521,2367,909/BAR,Reference section,BKS,9781901323290,Pioneer house,64p.,London,"Barber, Nicholas",World history,,,Childrens illustrated library,2000,"""World History, Global Events, Ancient Civilizations, Middle Ages, Modern History, Historical Analysis, Geopolitical Studies, Cultural History, Social History, Political History"""
1522,2368,294.5512/PRA,Reference section,BKS,9789382716983,Bhaktivedanta book trust,282p.,Mumbai,"Prabhupada, A. C. Bhaktivedanta Swami",Journey of self discovery,,,,1990,"""Self-Discovery, Personal Growth, Spirituality, Self-Help, Psychology, Consciousness, Mindfulness, Emotional Intelligence, Motivation, Empowerment, Personal Transformation"""
1523,2369,613.7043/CHO,Reference section,BKS,9781584857303,"Pleasant Co.,",63p.,Middleton,"Chobanian, Elizabeth","Real spirit : fun ideas for refreshing, relaxing and staying strong",Understanding of secret stress signals your body sends and learning to make plans for dealing with problems. Also teaches fun ways to relax and yoga poses,,,2005,"""Stress Management, Wellness, Self-Help, Body Awareness, Personal Development, Relaxation Techniques, Yoga Poses, Health, Lifestyle, Leisure Activities"""
1524,237,598.47/MAG,Primary section,BKS,9781405325981,Dorling kindersley,24p.,London,"Magloff, Lisa",Watch me grow : Penguin,Shows the penguin as it grows up in its natural environment,,,2007,"""Penguins, Animal Growth, Nature, Wildlife, Ecology, Juvenile Non-fiction, Children's Education, Environmental Education, Biology, Life Cycle"""
1525,2370,398.2/BAR,Secondary section,BKS,9789354897184,HarperCollins publishers,121p.,Haryana,"Baretto, Christopher",Unusual fables from India,This is a collection of rare and unusual stories from the far reaches of the country.,,Timeless Classics from Amar Chitra Katha,2022,"""Indian Literature"", ""Fables"", ""Short Stories"", ""Cultural Tales"", ""Unusual Stories"", ""Folklore"", ""Rare Tales"", ""Anthology"", ""Traditional Stories"", ""Indian Folklore"""
1526,2371,158.1/GUP,,BKS,9788128832413,Dimond books,159p.,Delhi,"Gupta , Ram Kailash",आत्मविश्वास सफलता का आधार / Atmavisvasa saphalata ka adhara,On how to develop self confidence for achieving success in life,,A.H.W. Sameer series,2016,"""Self-Help, Personal Development, Self-Confidence, Success, Motivational, Inspirational, Life Skills, Personality Development, Hindi Literature, Non-fiction"""
1527,2372,570.3/PAR,Reference section,BKS,9781901323238,Pioneer house,64p.,London,"Parker, Steve",The living world,,,Childrens illustrated library,2000,"Unfortunately, the abstract provided in the request is missing, and the book title ""The Living World"" alone is too generic to generate specific tags. Please provide at least a brief summary or main themes."
1528,2373,930/DIN,Reference section,BKS,9781901323283,Pioneer house,64p.,London,"Dineen, Jacqueline",Ancient worlds,,,Childrens illustrated library,2000,"""Ancient History, Archaeology, World History, Civilization, Cultural Heritage, Past Societies, Ancient Cultures, Historical Research"""
1529,2374,550/PAR,Reference section,BKS,9781901323214,Pioneer house,64p.,London,"Parker, Steve",Earth,,,Childrens illustrated library,2000,"Without an abstract or description of the book, it's challenging to generate specific and relevant tags. Could you provide more information about the book?"
1530,2375,570/AST,Reference section,BKS,9781901323252,Pioneer house,64p.,London,"Aston, Claire",Nature,"Facts and information about ecology, rainforests, deserts, polar lands and oceans",,Childrens illustrated library,2000,"""Nature"", ""Ecology"", ""Education"", ""Environmental Science"", ""Rainforests"", ""Deserts"", ""Polar Lands"", ""Oceans"", ""Geography"", ""Biomes"", ""Climate"", ""Earth Science"", ""Wildlife"", ""Biodiversity"", ""Conservation"", ""Ecosystems"""
1531,2376,530/PHY,Teachers resources - Higher Secondary section,BKS,9780133628913,Pearson prentice hall,329p.,Boston,,Physical science,,,,,"""Physical Science, Physics, Chemistry, Earth Science, Astronomy, Scientific Theory, Education, Science Textbook, Natural Science, Experimental Science"""
1532,2377,428.076/LIN,Teachers resources - Primary section,BKS,9781107613812,Cambridge university press,111p.,Cambridge,"Linse, Caroline",Cambridge global english : activity book 2,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English Language Learning"", ""ESL"", ""Cambridge International Examinations"", ""Curriculum Framework"", ""Language Course"", ""Cambridge Global English"", ""Activity Book"", ""Education"", ""Second Language Acquisition"", ""Learning English"", ""Teaching Resources"", ""Academic Book"", ""International Curriculum"""
